monthly_fee,usage_hours,support_requests,account_age_months,failed_payments,region,device_type,payment_method,autopay_enabled,churn
49.99,22.74,1,4,1,asia,mobile,card,1,0
29.99,30.32,0,11,1,europe,mobile,card,1,0
9.99,21.58,2,15,1,asia,mobile,card,1,0
29.99,21.78,0,20,0,asia,mobile,card,1,0
9.99,12.66,0,8,0,america,mobile,card,0,1
29.99,12.60,0,28,0,europe,tablet,card,1,0
29.99,39.96,0,22,0,america,mobile,paypal,1,0
29.99,29.07,0,1,0,europe,desktop,card,0,0
19.99,0.00,0,3,0,asia,mobile,paypal,0,0
49.99,17.31,1,1,0,europe,desktop,crypto,1,0
9.99,16.20,0,19,0,europe,mobile,card,1,0
19.99,10.11,1,1,0,europe,mobile,paypal,1,0
19.99,5.95,0,9,0,asia,mobile,card,1,0
19.99,36.53,0,16,0,europe,mobile,paypal,0,1
9.99,21.11,0,13,0,asia,mobile,card,1,0
19.99,18.81,0,25,0,asia,desktop,crypto,1,0
29.99,40.90,0,3,0,asia,desktop,paypal,0,0
9.99,20.72,1,2,0,asia,mobile,card,0,1
9.99,21.30,2,21,0,asia,mobile,paypal,1,0
19.99,22.80,0,27,0,america,mobile,card,0,0
29.99,18.91,1,10,1,america,mobile,paypal,0,0
19.99,17.24,0,16,1,america,mobile,paypal,0,0
19.99,38.89,1,17,0,africa,mobile,paypal,1,0
29.99,33.81,0,15,0,america,mobile,card,1,0
9.99,37.69,0,11,0,europe,mobile,card,1,0
9.99,17.67,0,19,0,africa,desktop,card,0,0
9.99,33.34,0,12,1,america,mobile,card,1,0
19.99,19.16,0,17,1,africa,desktop,paypal,1,1
19.99,19.30,0,7,0,america,mobile,card,1,0
29.99,31.00,0,7,0,america,mobile,card,1,0
29.99,10.47,1,12,1,europe,tablet,card,1,0
19.99,21.70,0,15,0,asia,mobile,card,1,0
49.99,35.95,1,11,0,europe,mobile,card,0,0
19.99,10.12,2,9,1,asia,mobile,card,0,0
29.99,28.57,1,13,0,europe,desktop,card,1,0
9.99,13.20,0,8,0,europe,mobile,paypal,1,0
29.99,16.59,1,10,0,europe,mobile,paypal,1,0
49.99,27.87,1,23,0,america,mobile,paypal,0,0
49.99,31.15,2,11,0,europe,desktop,paypal,1,1
19.99,30.99,1,1,1,america,desktop,card,0,1
49.99,22.30,1,6,0,europe,mobile,crypto,1,0
19.99,0.00,3,9,0,america,desktop,card,1,1
19.99,9.24,1,17,0,europe,desktop,card,1,1
49.99,16.51,0,1,1,asia,desktop,paypal,1,0
49.99,16.58,1,16,0,asia,mobile,card,0,0
49.99,11.69,0,7,0,america,mobile,paypal,0,1
9.99,16.41,1,12,0,asia,mobile,card,0,1
49.99,5.98,1,7,0,america,mobile,card,1,0
29.99,6.32,0,3,1,europe,mobile,card,0,0
29.99,13.23,1,5,1,africa,tablet,card,0,0
29.99,15.06,1,32,1,europe,mobile,card,1,0
9.99,10.50,0,22,0,america,mobile,card,1,0
49.99,12.63,0,6,0,europe,mobile,card,1,0
19.99,18.54,1,23,1,asia,desktop,card,0,0
29.99,35.99,0,1,0,europe,mobile,card,1,0
19.99,27.06,1,15,0,africa,mobile,paypal,1,0
29.99,15.00,0,4,0,europe,mobile,card,1,0
19.99,43.18,0,18,0,america,mobile,card,0,0
49.99,16.39,0,22,0,america,mobile,card,0,0
19.99,15.36,1,11,0,asia,mobile,card,1,0
29.99,30.21,0,18,0,america,desktop,card,0,0
29.99,1.20,0,19,0,africa,tablet,card,1,0
9.99,22.35,1,15,0,america,desktop,card,1,0
9.99,5.24,1,5,1,europe,desktop,card,0,1
29.99,24.87,0,24,0,europe,mobile,card,1,0
9.99,37.14,1,1,0,europe,mobile,card,1,0
19.99,7.32,0,18,0,asia,mobile,card,0,1
49.99,39.02,2,13,0,europe,desktop,card,1,1
29.99,0.15,1,18,0,america,tablet,paypal,0,0
29.99,34.78,1,13,0,europe,mobile,card,0,0
29.99,19.37,2,18,0,europe,desktop,card,0,0
19.99,38.47,1,4,0,europe,desktop,card,0,0
19.99,5.61,3,1,0,europe,mobile,card,1,1
9.99,5.96,0,3,0,europe,mobile,card,0,1
9.99,6.14,0,20,0,europe,desktop,card,0,0
49.99,4.02,0,1,0,asia,desktop,paypal,1,1
29.99,10.75,0,10,0,africa,mobile,paypal,0,1
49.99,23.74,0,10,0,asia,tablet,paypal,0,0
19.99,32.36,0,19,1,america,mobile,card,0,1
29.99,14.19,1,16,0,america,mobile,card,1,0
9.99,19.06,0,1,0,europe,mobile,card,1,0
19.99,32.69,0,18,0,america,mobile,card,0,1
29.99,34.84,0,10,0,europe,mobile,card,0,0
19.99,24.71,0,12,1,asia,mobile,card,1,1
19.99,24.17,1,14,1,europe,desktop,card,1,0
49.99,44.63,1,7,0,america,desktop,card,1,0
9.99,14.32,0,13,0,europe,mobile,card,1,0
49.99,17.04,1,1,0,europe,desktop,paypal,1,0
29.99,34.90,0,15,0,asia,desktop,paypal,1,1
29.99,25.92,2,10,0,europe,mobile,card,1,0
29.99,19.87,1,7,1,asia,mobile,card,1,0
9.99,12.25,0,24,0,europe,mobile,card,0,0
49.99,27.19,0,1,0,africa,tablet,paypal,0,0
9.99,28.56,1,25,2,america,desktop,card,0,1
29.99,18.12,1,17,0,america,desktop,paypal,1,0
19.99,0.00,0,4,0,america,desktop,card,1,1
49.99,17.63,2,15,1,europe,mobile,card,1,1
19.99,30.27,1,16,0,asia,tablet,card,1,1
29.99,22.49,2,10,0,asia,mobile,card,1,0
9.99,15.16,1,14,0,america,mobile,card,1,0
49.99,39.16,1,23,0,asia,mobile,card,0,0
29.99,20.06,0,7,0,asia,desktop,card,1,0
29.99,9.11,0,13,2,europe,desktop,paypal,1,1
9.99,14.34,0,19,1,america,mobile,card,0,0
29.99,15.99,1,25,1,africa,desktop,card,1,0
49.99,8.84,1,16,0,africa,mobile,card,1,0
49.99,11.57,0,20,0,asia,mobile,card,1,0
9.99,6.84,0,18,0,europe,mobile,card,1,0
49.99,1.10,0,14,0,europe,desktop,card,0,0
29.99,22.46,1,22,0,asia,desktop,card,1,0
49.99,15.15,0,6,0,africa,mobile,card,0,1
9.99,15.77,0,3,0,europe,desktop,crypto,0,0
9.99,2.63,1,25,0,america,desktop,card,1,0
49.99,15.36,1,15,0,america,desktop,card,1,0
29.99,24.69,1,5,0,europe,desktop,card,0,0
29.99,11.61,2,7,1,europe,mobile,card,1,0
9.99,21.74,1,7,0,africa,mobile,card,1,0
29.99,30.22,2,19,1,america,mobile,card,0,0
19.99,13.31,0,9,0,africa,mobile,card,1,0
19.99,9.93,0,4,0,africa,desktop,paypal,1,0
49.99,44.14,1,8,0,europe,mobile,paypal,0,0
29.99,7.02,1,11,0,america,desktop,paypal,0,0
29.99,14.83,0,17,0,europe,mobile,card,0,0
9.99,8.51,1,12,1,europe,tablet,paypal,1,0
19.99,33.27,1,8,0,europe,desktop,card,0,0
9.99,21.96,1,12,0,europe,desktop,card,0,1
49.99,23.11,1,15,1,europe,mobile,card,1,0
9.99,17.97,0,5,0,america,desktop,crypto,1,0
29.99,13.77,1,2,0,africa,mobile,paypal,1,0
29.99,16.58,0,12,0,europe,desktop,card,1,0
49.99,17.93,0,16,0,america,desktop,card,1,0
29.99,11.22,0,8,0,europe,desktop,card,1,0
49.99,24.36,0,8,0,africa,tablet,card,0,0
29.99,21.04,1,25,0,europe,mobile,paypal,0,0
29.99,11.08,1,1,0,asia,tablet,card,0,0
29.99,35.49,1,15,1,europe,mobile,card,0,0
19.99,24.07,0,6,0,europe,mobile,paypal,0,0
9.99,21.94,0,24,0,europe,tablet,card,1,1
29.99,18.44,1,15,0,europe,desktop,card,0,0
19.99,29.38,0,2,0,asia,mobile,card,0,0
29.99,17.96,0,14,0,america,desktop,crypto,1,0
19.99,24.52,2,5,0,america,desktop,card,0,1
9.99,13.38,0,16,0,america,mobile,crypto,1,0
9.99,39.67,0,7,1,europe,mobile,card,1,1
9.99,2.45,0,13,0,africa,desktop,crypto,0,0
49.99,24.62,0,31,0,europe,mobile,card,1,0
49.99,27.78,0,8,1,europe,mobile,card,1,0
29.99,5.74,0,16,1,africa,desktop,paypal,1,1
19.99,21.72,1,22,0,america,desktop,card,0,0
29.99,33.20,0,13,0,africa,mobile,paypal,0,1
49.99,37.40,2,27,0,america,mobile,card,1,0
49.99,15.65,0,21,0,asia,mobile,card,1,0
29.99,19.98,0,20,2,america,mobile,card,1,0
9.99,12.39,1,15,0,europe,mobile,card,0,0
19.99,24.20,0,7,0,asia,tablet,card,0,0
19.99,23.59,0,21,0,europe,mobile,card,1,0
29.99,12.83,1,14,0,africa,tablet,paypal,0,0
9.99,20.56,0,14,1,europe,desktop,card,1,1
9.99,22.02,0,24,0,europe,mobile,card,1,0
9.99,15.88,1,9,0,africa,mobile,card,0,0
9.99,15.76,2,15,0,america,mobile,card,0,0
19.99,28.46,1,13,0,america,desktop,paypal,1,0
19.99,20.95,1,8,0,africa,desktop,card,1,0
19.99,15.44,1,19,1,america,desktop,paypal,0,0
19.99,34.13,1,15,0,europe,mobile,card,0,0
49.99,13.36,1,4,0,europe,mobile,paypal,0,0
19.99,19.40,2,1,0,america,desktop,card,1,1
29.99,17.97,1,8,0,africa,desktop,card,0,1
29.99,16.25,2,15,0,america,mobile,card,0,0
19.99,29.50,2,12,0,america,mobile,paypal,1,0
9.99,22.95,0,14,2,asia,mobile,card,1,0
19.99,29.22,0,23,1,america,desktop,card,0,0
29.99,10.65,1,3,0,europe,desktop,card,1,0
29.99,24.17,2,9,0,america,mobile,card,1,0
19.99,15.43,1,2,0,europe,mobile,card,0,1
49.99,31.71,2,16,0,asia,desktop,paypal,1,1
29.99,3.01,0,7,0,asia,desktop,card,0,1
29.99,37.30,0,26,0,europe,desktop,card,1,0
49.99,20.38,0,34,1,america,mobile,card,0,0
49.99,7.44,1,16,0,america,mobile,card,1,0
29.99,24.14,0,23,1,europe,mobile,card,0,1
49.99,2.31,0,5,0,africa,mobile,card,1,0
9.99,15.55,0,12,0,america,tablet,card,1,0
29.99,13.51,0,1,0,europe,mobile,paypal,0,0
9.99,21.34,1,7,0,europe,mobile,card,1,0
29.99,23.82,0,17,0,asia,mobile,card,0,0
19.99,24.33,2,5,0,asia,mobile,paypal,0,0
29.99,12.58,1,19,0,europe,mobile,paypal,1,0
49.99,9.24,0,16,1,asia,mobile,card,1,1
19.99,17.85,1,1,0,america,mobile,paypal,1,0
9.99,21.38,1,1,0,asia,mobile,paypal,1,0
49.99,39.89,2,18,0,europe,mobile,card,0,0
9.99,20.15,1,13,0,europe,desktop,card,0,0
19.99,25.13,1,27,0,asia,mobile,card,0,0
19.99,27.61,0,1,0,africa,desktop,paypal,0,0
29.99,11.35,1,17,0,asia,mobile,card,1,0
19.99,23.71,0,26,1,africa,desktop,card,1,0
19.99,17.03,0,5,0,africa,mobile,card,1,0
49.99,16.93,0,13,0,asia,desktop,paypal,1,0
9.99,18.48,0,9,0,africa,desktop,paypal,1,0
19.99,26.94,0,2,0,america,mobile,card,0,0
19.99,22.86,0,1,0,africa,mobile,paypal,1,0
9.99,10.73,0,10,0,europe,desktop,paypal,1,0
49.99,18.80,0,18,0,america,desktop,paypal,1,0
29.99,23.53,1,15,1,europe,mobile,card,1,0
9.99,11.08,2,10,0,america,tablet,card,1,0
9.99,29.85,1,29,0,asia,desktop,crypto,1,0
19.99,0.00,0,21,0,europe,mobile,card,1,0
19.99,1.67,0,1,0,africa,desktop,paypal,1,0
29.99,31.81,1,7,0,europe,mobile,card,0,0
49.99,31.36,0,5,0,europe,mobile,card,1,0
49.99,23.85,1,1,1,africa,desktop,paypal,0,0
9.99,22.52,0,2,0,asia,desktop,card,0,0
29.99,15.34,1,18,2,asia,mobile,card,1,1
49.99,13.40,0,25,0,america,desktop,card,1,0
29.99,32.93,0,7,0,europe,mobile,card,0,0
29.99,23.20,0,19,0,america,mobile,card,1,0
19.99,39.92,2,21,0,europe,mobile,card,0,1
49.99,24.17,2,12,0,europe,desktop,paypal,0,0
19.99,6.79,2,16,0,europe,desktop,paypal,1,0
29.99,25.75,2,11,0,america,mobile,card,1,0
49.99,19.97,1,11,0,america,mobile,card,1,1
19.99,29.46,0,14,0,africa,mobile,card,0,0
29.99,17.19,2,15,0,america,desktop,crypto,1,0
19.99,17.32,0,8,0,europe,mobile,card,0,1
49.99,11.96,0,18,1,europe,tablet,paypal,1,0
29.99,21.63,1,21,1,europe,mobile,card,0,1
49.99,24.75,1,16,0,europe,desktop,card,0,1
19.99,13.39,0,17,1,europe,mobile,card,1,1
19.99,18.57,0,28,0,america,mobile,card,1,0
9.99,30.56,0,21,0,europe,desktop,card,1,0
49.99,4.22,1,7,0,europe,tablet,card,0,1
29.99,21.35,1,9,0,europe,mobile,card,0,0
29.99,26.86,1,9,0,europe,mobile,paypal,1,0
49.99,28.27,0,1,0,asia,mobile,card,1,0
19.99,21.34,1,17,1,america,desktop,paypal,1,0
49.99,13.95,1,4,0,asia,mobile,paypal,0,0
49.99,26.64,1,7,0,europe,mobile,card,1,0
49.99,14.39,0,24,0,america,desktop,card,0,1
29.99,0.27,1,24,1,europe,tablet,card,0,0
9.99,20.97,0,27,0,europe,desktop,card,0,0
19.99,28.28,0,22,0,europe,tablet,card,1,0
29.99,30.32,1,15,0,asia,mobile,card,1,0
49.99,17.48,0,15,0,europe,tablet,paypal,1,1
49.99,8.78,1,13,0,africa,mobile,card,1,0
9.99,43.79,0,1,0,africa,desktop,card,1,0
49.99,24.20,0,30,0,europe,desktop,card,0,0
29.99,5.69,0,28,0,asia,mobile,paypal,1,0
9.99,0.00,1,17,0,europe,mobile,card,1,0
49.99,15.15,0,27,0,africa,mobile,card,1,0
49.99,18.03,1,6,0,europe,desktop,paypal,0,0
29.99,26.21,1,11,0,europe,mobile,card,0,0
29.99,33.71,0,16,0,america,mobile,card,1,0
19.99,23.60,0,13,0,america,desktop,card,1,0
49.99,13.90,0,6,0,europe,mobile,paypal,0,1
9.99,37.71,1,12,0,europe,mobile,card,1,0
49.99,14.94,0,9,1,america,mobile,card,1,1
19.99,18.29,3,7,0,europe,desktop,card,0,0
19.99,27.43,2,2,0,asia,mobile,card,0,0
9.99,5.22,0,11,1,europe,mobile,card,0,0
49.99,34.90,1,11,0,america,mobile,card,0,0
9.99,5.38,0,8,0,america,mobile,card,1,0
19.99,20.84,1,9,0,america,mobile,paypal,0,0
49.99,14.71,1,12,0,europe,mobile,card,0,0
49.99,12.90,1,19,0,europe,tablet,card,1,0
29.99,18.91,1,6,0,africa,mobile,card,1,0
49.99,2.07,1,1,0,europe,mobile,crypto,0,0
19.99,22.23,3,14,0,europe,mobile,card,0,0
49.99,9.67,0,4,0,europe,desktop,card,1,0
9.99,10.18,1,13,0,europe,desktop,card,0,0
29.99,7.65,0,9,0,europe,mobile,card,0,1
19.99,22.93,0,1,0,europe,desktop,card,1,0
49.99,0.00,1,24,0,europe,mobile,card,0,0
29.99,22.01,0,12,1,europe,desktop,card,1,0
29.99,11.36,1,15,0,america,mobile,paypal,0,0
9.99,19.40,0,13,0,america,mobile,paypal,1,0
19.99,19.31,1,6,0,europe,desktop,crypto,1,0
19.99,5.99,0,16,0,europe,desktop,card,1,1
9.99,34.32,2,4,0,europe,desktop,card,0,0
49.99,26.02,2,12,0,europe,desktop,card,1,0
19.99,0.00,1,14,0,europe,desktop,card,1,0
9.99,5.78,1,1,0,asia,desktop,card,1,0
19.99,15.31,1,17,0,europe,desktop,card,1,0
19.99,17.09,1,13,0,africa,mobile,card,1,0
49.99,36.91,1,1,0,america,mobile,card,1,1
49.99,35.54,1,5,0,america,mobile,card,1,0
29.99,19.05,1,1,1,america,mobile,card,0,0
29.99,9.64,1,23,0,america,mobile,card,1,1
19.99,24.00,2,11,0,america,desktop,paypal,1,1
19.99,1.03,0,11,1,europe,mobile,card,1,0
49.99,17.92,0,1,1,africa,mobile,card,0,0
19.99,24.21,1,14,0,europe,mobile,card,1,0
19.99,27.85,1,1,0,america,mobile,card,0,1
9.99,26.81,0,10,2,america,desktop,card,0,0
9.99,36.93,0,13,0,america,mobile,paypal,0,0
9.99,16.66,0,11,0,europe,desktop,card,1,0
49.99,20.74,1,21,0,africa,desktop,paypal,0,0
29.99,27.87,1,16,0,asia,mobile,card,0,0
49.99,5.48,0,15,0,america,mobile,card,1,0
19.99,4.93,2,10,0,europe,desktop,card,1,0
29.99,20.61,0,4,0,america,mobile,crypto,1,0
19.99,15.31,1,1,0,america,mobile,card,1,0
19.99,9.86,0,14,0,america,mobile,paypal,1,0
9.99,29.18,0,22,0,asia,mobile,card,1,0
19.99,12.91,0,4,0,america,mobile,paypal,1,0
19.99,5.26,0,2,0,europe,desktop,card,0,0
9.99,40.67,0,14,0,africa,desktop,card,0,0
19.99,15.65,0,12,0,europe,mobile,card,0,1
29.99,15.19,1,23,0,europe,mobile,card,1,0
49.99,11.14,0,2,0,asia,mobile,card,1,0
9.99,8.24,1,26,0,america,tablet,card,0,0
9.99,7.63,1,23,0,america,tablet,card,0,1
49.99,28.41,1,14,0,europe,mobile,card,1,0
9.99,29.96,0,3,0,america,mobile,paypal,0,1
9.99,16.28,0,17,0,europe,mobile,card,1,0
9.99,23.63,2,25,0,america,tablet,paypal,1,0
29.99,28.79,0,1,0,america,tablet,card,1,1
9.99,11.16,1,11,0,asia,desktop,card,1,0
29.99,5.67,1,15,0,america,desktop,card,1,0
19.99,24.31,1,1,0,asia,tablet,card,1,1
19.99,15.68,0,17,0,europe,desktop,card,1,0
9.99,31.24,1,11,0,america,mobile,paypal,0,0
19.99,14.13,0,13,0,asia,desktop,paypal,1,0
19.99,22.41,0,1,0,asia,mobile,paypal,0,0
19.99,24.81,0,12,0,europe,mobile,card,0,0
49.99,4.24,0,11,0,america,desktop,paypal,0,0
19.99,20.66,2,8,0,asia,mobile,card,0,0
9.99,13.18,1,1,0,africa,mobile,card,1,0
49.99,10.15,0,20,0,america,tablet,card,0,0
49.99,12.02,2,21,0,america,mobile,card,0,0
19.99,11.61,3,20,0,europe,mobile,paypal,1,0
29.99,7.84,0,16,1,america,desktop,card,1,0
29.99,23.15,2,8,0,america,mobile,card,1,0
29.99,25.89,2,5,0,asia,mobile,card,1,0
9.99,19.58,3,20,0,europe,mobile,paypal,0,0
29.99,9.58,0,9,2,america,mobile,card,1,1
19.99,23.97,1,12,0,america,mobile,card,1,0
49.99,25.89,3,10,0,europe,desktop,card,1,0
29.99,28.40,0,12,0,asia,desktop,card,0,0
9.99,24.20,0,10,0,europe,mobile,card,0,0
49.99,3.71,0,17,0,europe,desktop,card,0,0
49.99,21.05,1,22,0,asia,desktop,card,0,0
29.99,24.16,2,1,0,europe,mobile,card,1,0
19.99,9.12,2,2,0,europe,desktop,card,1,0
19.99,15.33,0,1,1,africa,desktop,card,0,1
9.99,12.95,1,5,0,america,tablet,card,1,0
29.99,26.59,0,15,0,asia,mobile,card,1,1
49.99,8.85,2,27,1,europe,desktop,card,1,0
49.99,23.28,1,1,0,europe,mobile,card,1,0
9.99,4.30,0,23,0,america,mobile,card,1,1
9.99,22.34,0,11,0,europe,desktop,card,1,0
29.99,19.04,0,17,0,europe,desktop,paypal,1,1
9.99,15.25,1,1,0,europe,desktop,card,0,0
49.99,22.19,1,12,1,america,mobile,card,1,0
49.99,15.59,0,4,0,asia,tablet,paypal,1,0
49.99,20.12,0,4,0,asia,desktop,card,1,0
29.99,36.20,2,7,0,europe,mobile,paypal,1,0
19.99,7.29,1,12,0,america,mobile,card,0,0
29.99,8.83,1,1,0,asia,mobile,card,0,0
9.99,19.07,1,4,0,america,mobile,card,1,0
49.99,47.31,1,13,0,europe,mobile,card,1,1
29.99,31.10,1,6,0,asia,mobile,card,1,0
29.99,31.45,1,18,0,asia,desktop,card,0,0
9.99,25.77,0,15,0,america,desktop,card,1,0
19.99,28.20,1,10,0,europe,tablet,card,1,0
19.99,8.38,1,17,0,africa,mobile,card,0,0
19.99,0.00,1,20,0,europe,mobile,paypal,0,0
49.99,27.43,0,1,0,america,mobile,card,1,0
29.99,26.00,0,12,1,asia,mobile,paypal,1,0
49.99,32.70,1,13,0,america,mobile,paypal,1,0
49.99,38.89,0,8,0,asia,mobile,card,1,0
49.99,33.98,0,14,0,europe,mobile,card,1,0
29.99,24.64,0,13,1,asia,tablet,card,1,0
29.99,20.77,2,6,1,asia,desktop,card,1,0
19.99,8.72,0,29,1,america,desktop,crypto,1,1
19.99,15.04,2,4,0,america,desktop,card,1,0
9.99,32.83,1,23,0,america,mobile,card,1,0
9.99,19.10,1,13,0,america,mobile,card,0,0
9.99,12.88,1,10,1,europe,mobile,card,1,0
29.99,15.76,2,1,1,europe,tablet,card,1,1
19.99,19.21,0,27,0,europe,tablet,card,0,0
29.99,14.98,0,10,0,europe,desktop,paypal,1,0
19.99,31.58,0,6,0,europe,mobile,paypal,0,0
49.99,0.00,1,15,0,asia,desktop,paypal,0,0
19.99,37.47,1,19,0,asia,tablet,card,0,0
49.99,41.02,0,10,0,america,desktop,paypal,0,0
9.99,33.60,2,17,0,europe,desktop,paypal,0,0
49.99,44.45,0,3,0,asia,tablet,paypal,1,0
29.99,3.71,0,18,0,asia,desktop,paypal,1,0
49.99,31.75,0,12,0,asia,mobile,card,0,1
19.99,13.54,0,11,0,europe,mobile,paypal,1,1
9.99,37.40,0,9,1,asia,mobile,card,0,0
29.99,21.75,0,1,0,asia,mobile,paypal,0,0
49.99,11.72,0,6,0,america,mobile,card,0,1
19.99,34.71,0,15,0,europe,mobile,card,0,0
29.99,15.43,2,9,0,africa,desktop,paypal,1,0
29.99,24.79,0,8,0,america,desktop,card,1,0
29.99,22.08,0,16,0,america,mobile,card,1,0
9.99,25.94,0,6,1,america,mobile,crypto,0,0
29.99,30.74,0,1,0,america,mobile,card,0,0
9.99,36.34,0,21,0,america,mobile,card,1,0
9.99,26.29,1,10,0,america,mobile,card,0,1
29.99,22.73,0,17,0,asia,mobile,card,1,0
29.99,33.32,2,14,0,europe,mobile,card,1,0
29.99,1.70,0,7,0,africa,mobile,paypal,0,0
29.99,27.65,1,11,0,africa,mobile,paypal,0,0
9.99,17.09,1,11,1,america,mobile,card,0,0
29.99,13.63,2,12,0,europe,desktop,paypal,0,0
29.99,28.21,1,18,0,america,mobile,card,0,1
9.99,32.64,0,19,0,asia,mobile,card,1,0
19.99,25.28,1,5,0,america,desktop,card,1,0
19.99,18.58,0,9,0,asia,desktop,paypal,1,0
19.99,12.64,1,2,0,europe,desktop,card,1,0
49.99,26.97,0,12,1,europe,mobile,card,1,0
49.99,6.05,0,8,0,america,mobile,crypto,1,0
19.99,36.53,0,10,0,europe,mobile,crypto,1,0
9.99,20.80,0,16,0,europe,desktop,paypal,0,0
49.99,11.25,1,10,1,america,mobile,card,1,0
19.99,0.00,1,6,0,asia,mobile,paypal,0,0
29.99,21.38,1,10,0,europe,desktop,card,0,1
49.99,11.71,2,1,0,europe,mobile,card,1,1
19.99,27.27,1,6,0,africa,mobile,paypal,1,0
29.99,17.06,0,4,0,america,mobile,card,0,0
29.99,19.90,1,29,0,america,mobile,paypal,0,0
9.99,21.18,1,13,0,asia,mobile,card,1,0
49.99,19.87,2,2,0,america,tablet,card,1,0
19.99,26.84,0,16,0,america,mobile,card,1,0
9.99,36.96,2,13,1,europe,mobile,crypto,1,0
49.99,18.61,0,13,1,europe,mobile,card,1,0
49.99,23.47,0,21,0,europe,mobile,card,0,0
19.99,34.70,1,1,0,america,mobile,paypal,0,1
49.99,23.49,0,6,0,asia,mobile,card,0,0
19.99,24.47,1,10,0,europe,mobile,card,0,0
19.99,23.10,0,11,0,asia,desktop,card,0,0
29.99,5.63,0,8,1,europe,mobile,paypal,1,1
29.99,26.05,1,16,0,europe,mobile,card,1,0
19.99,18.77,2,1,0,africa,tablet,paypal,0,0
49.99,38.85,3,1,0,africa,mobile,card,0,1
29.99,2.07,0,16,0,europe,mobile,paypal,1,1
9.99,21.50,0,24,0,asia,desktop,card,1,0
19.99,25.95,1,22,0,europe,mobile,paypal,1,0
9.99,13.40,2,11,1,europe,mobile,card,0,1
19.99,18.63,0,17,0,asia,desktop,card,0,0
29.99,29.07,0,13,0,europe,desktop,card,0,1
29.99,28.39,2,9,0,america,mobile,paypal,1,0
29.99,33.21,1,13,0,europe,mobile,card,1,0
29.99,20.12,0,24,1,america,mobile,card,1,0
9.99,30.91,2,9,1,europe,mobile,card,1,1
9.99,27.78,1,12,1,europe,mobile,card,1,0
9.99,20.51,1,11,0,europe,desktop,card,0,0
49.99,18.38,0,20,0,asia,mobile,card,0,0
29.99,20.42,0,3,0,africa,tablet,card,1,0
9.99,38.02,0,11,1,america,tablet,paypal,1,0
19.99,9.17,0,16,0,europe,desktop,card,0,0
19.99,22.07,1,8,0,europe,mobile,card,0,0
49.99,19.40,1,21,0,europe,desktop,paypal,1,1
29.99,37.68,2,14,0,africa,mobile,card,0,0
9.99,26.84,2,10,0,asia,mobile,card,0,0
9.99,11.58,1,16,0,asia,tablet,card,0,1
19.99,18.85,0,3,0,europe,tablet,card,0,0
9.99,15.79,0,9,1,africa,mobile,card,1,0
29.99,24.19,2,1,0,europe,desktop,paypal,0,1
49.99,4.23,0,14,0,america,mobile,card,0,1
19.99,29.52,2,14,0,asia,mobile,card,1,0
49.99,20.47,0,5,0,asia,mobile,card,0,0
9.99,25.81,0,26,0,asia,mobile,card,1,0
9.99,20.34,1,1,0,europe,mobile,crypto,1,0
49.99,37.91,0,8,0,america,mobile,paypal,1,0
9.99,29.83,0,8,0,europe,mobile,card,1,1
19.99,20.42,0,18,1,africa,desktop,card,1,0
29.99,17.91,1,11,0,america,desktop,card,1,0
9.99,26.77,0,13,0,asia,mobile,card,0,1
9.99,23.91,1,12,0,europe,mobile,crypto,1,0
49.99,9.05,1,17,0,europe,desktop,card,0,1
19.99,20.84,0,10,0,asia,mobile,card,1,0
49.99,8.58,1,21,0,africa,desktop,card,0,1
29.99,20.79,0,3,0,europe,mobile,card,0,0
19.99,14.23,1,5,0,europe,mobile,card,0,1
9.99,0.00,0,9,0,europe,mobile,paypal,0,0
29.99,14.78,0,12,0,america,desktop,paypal,1,0
29.99,26.93,0,12,0,america,desktop,paypal,1,0
19.99,10.68,0,1,1,europe,mobile,card,1,0
29.99,3.93,0,24,0,america,mobile,paypal,0,1
19.99,21.74,0,1,0,europe,desktop,card,1,1
9.99,9.97,1,20,0,europe,mobile,card,0,1
19.99,13.24,2,21,0,america,mobile,card,1,1
29.99,30.04,0,28,0,europe,mobile,card,0,0
19.99,5.89,1,7,0,america,mobile,card,1,0
9.99,26.20,0,1,0,europe,desktop,paypal,0,0
29.99,0.00,0,12,0,europe,mobile,card,1,0
29.99,24.67,0,24,0,america,mobile,paypal,1,0
49.99,2.39,0,1,2,europe,tablet,card,1,1
19.99,23.55,0,27,0,europe,mobile,card,0,0
29.99,17.33,0,11,0,asia,mobile,card,1,0
49.99,11.19,0,19,0,america,mobile,paypal,1,0
49.99,28.29,2,7,0,asia,desktop,card,1,0
9.99,19.70,0,5,0,europe,mobile,card,0,0
29.99,43.25,1,9,0,africa,mobile,card,1,0
29.99,5.51,2,17,2,asia,mobile,paypal,1,1
19.99,18.23,0,16,0,europe,mobile,paypal,0,0
49.99,6.95,1,9,0,europe,mobile,card,1,1
9.99,19.09,0,9,0,america,mobile,card,0,0
29.99,27.34,0,13,0,europe,mobile,card,1,0
49.99,16.96,0,12,0,europe,mobile,card,0,0
19.99,25.25,1,1,0,europe,mobile,paypal,1,0
49.99,21.07,2,19,0,asia,desktop,paypal,1,0
29.99,12.37,1,4,0,america,mobile,paypal,1,0
49.99,6.41,0,1,0,asia,tablet,card,1,0
19.99,21.13,0,12,0,europe,desktop,card,1,0
19.99,28.57,1,17,0,america,mobile,card,1,0
19.99,18.66,0,12,0,africa,mobile,card,0,0
